task_id,phase,code_path,objective,evidence_target,prerequisites,status,run_id,raw_output,derived_output,certificate,notes
S-24,S,spectral/reverse_falsification.py,Deliberately violate one-parameter universality using:,declared_by_master_instruction,execution_order_and_scientific_gates,FAIL_EXPECTED,b8722dc68f6c7ed04cc5d48023a0d7f52f1fe92153bb362cc57dc7144cdf17ad,results/b8722dc68f6c7ed04cc5d48023a0d7f52f1fe92153bb362cc57dc7144cdf17ad/raw/reverse_falsification_spectra.zarr,results/b8722dc68f6c7ed04cc5d48023a0d7f52f1fe92153bb362cc57dc7144cdf17ad/derived/reverse_falsification_residuals.parquet,results/b8722dc68f6c7ed04cc5d48023a0d7f52f1fe92153bb362cc57dc7144cdf17ad/certificates/s24_reverse_falsification.json,finite active-fiber scope; no frozen S-07/S-08 bulk promotion
B-01,B,bulk/finite_cover_spectra.py,Compute finite-cover spectra across several tower depths.,declared_by_master_instruction,execution_order_and_scientific_gates,PASS_CONVERGED,bc88adefcf5cde1d8c29a2742ddbc043f41f54608da2688dc37e73b8b2491e50,results/0b4258f5846301f260d77c64f2f0dfe91223d082a5342044235db030dbb12203/raw/finite_cover_spectra,results/0b4258f5846301f260d77c64f2f0dfe91223d082a5342044235db030dbb12203/derived/b01_finite_cover_edge_spectra.parquet,results/bc88adefcf5cde1d8c29a2742ddbc043f41f54608da2688dc37e73b8b2491e50/certificates/b01_verified_reuse.json,
B-02,B,bulk/lifted_weyl_no_loss.py,Construct lifted Weyl vectors to test no spectral loss.,declared_by_master_instruction,execution_order_and_scientific_gates,PASS_CERTIFIED,bc88adefcf5cde1d8c29a2742ddbc043f41f54608da2688dc37e73b8b2491e50,results/bc88adefcf5cde1d8c29a2742ddbc043f41f54608da2688dc37e73b8b2491e50/raw/lifted_weyl_vectors.parquet,results/bc88adefcf5cde1d8c29a2742ddbc043f41f54608da2688dc37e73b8b2491e50/derived/b02_no_loss_errors.parquet,results/bc88adefcf5cde1d8c29a2742ddbc043f41f54608da2688dc37e73b8b2491e50/certificates/b02_lifted_weyl_no_loss.json,
B-03,B,bulk/no_pollution_certificate.py,Test upper spectral inclusion on the same retained sector.,declared_by_master_instruction,execution_order_and_scientific_gates,PASS_CERTIFIED,bc88adefcf5cde1d8c29a2742ddbc043f41f54608da2688dc37e73b8b2491e50,results/bc88adefcf5cde1d8c29a2742ddbc043f41f54608da2688dc37e73b8b2491e50/raw/no_pollution_block_tests.parquet,results/bc88adefcf5cde1d8c29a2742ddbc043f41f54608da2688dc37e73b8b2491e50/derived/b03_no_pollution_summary.parquet,results/bc88adefcf5cde1d8c29a2742ddbc043f41f54608da2688dc37e73b8b2491e50/certificates/b03_no_pollution_certificate.json,
B-04,B,bulk/edge_gap_transport.py,Measure convergence of:,declared_by_master_instruction,execution_order_and_scientific_gates,PASS_CERTIFIED,bc88adefcf5cde1d8c29a2742ddbc043f41f54608da2688dc37e73b8b2491e50,results/bc88adefcf5cde1d8c29a2742ddbc043f41f54608da2688dc37e73b8b2491e50/raw/edge_gap_transport.parquet,results/bc88adefcf5cde1d8c29a2742ddbc043f41f54608da2688dc37e73b8b2491e50/derived/b04_edge_gap_transport.parquet,results/bc88adefcf5cde1d8c29a2742ddbc043f41f54608da2688dc37e73b8b2491e50/certificates/b04_edge_gap_transport.json,
B-05,B,bulk/operator_tempered_test.py,Classify towers according to the manuscript's declared operator-tempered / operator-Ramanujan criteria.,declared_by_master_instruction,execution_order_and_scientific_gates,PASS_CERTIFIED,bc88adefcf5cde1d8c29a2742ddbc043f41f54608da2688dc37e73b8b2491e50,results/bc88adefcf5cde1d8c29a2742ddbc043f41f54608da2688dc37e73b8b2491e50/raw/operator_tempered_classification.parquet,results/bc88adefcf5cde1d8c29a2742ddbc043f41f54608da2688dc37e73b8b2491e50/derived/b05_operator_tempered_test.parquet,results/bc88adefcf5cde1d8c29a2742ddbc043f41f54608da2688dc37e73b8b2491e50/certificates/b05_operator_tempered_test.json,
B-06,B,bulk/cross_tower_independence.py,Compare at least THREE inequivalent cover towers.,declared_by_master_instruction,execution_order_and_scientific_gates,PASS_CONVERGED,bc88adefcf5cde1d8c29a2742ddbc043f41f54608da2688dc37e73b8b2491e50,results/bc88adefcf5cde1d8c29a2742ddbc043f41f54608da2688dc37e73b8b2491e50/raw/cross_tower_fixed_broadening_dos.parquet,results/bc88adefcf5cde1d8c29a2742ddbc043f41f54608da2688dc37e73b8b2491e50/derived/b06_cross_tower_residuals.parquet,results/bc88adefcf5cde1d8c29a2742ddbc043f41f54608da2688dc37e73b8b2491e50/certificates/b06_cross_tower_independence.json,
B-07,B,representation/wedderburn_exact.py,For every finite quotient compute the COMPLETE irreducible block decomposition with correct multiplicities.,declared_by_master_instruction,execution_order_and_scientific_gates,PASS_CERTIFIED,bc88adefcf5cde1d8c29a2742ddbc043f41f54608da2688dc37e73b8b2491e50,results/618264e7923cf816783616b6dfc40fee0f8ca17a70a511610028fb0120841d47/raw/representation,results/618264e7923cf816783616b6dfc40fee0f8ca17a70a511610028fb0120841d47/derived/wedderburn_block_spectra.parquet,results/bc88adefcf5cde1d8c29a2742ddbc043f41f54608da2688dc37e73b8b2491e50/certificates/b07_verified_reuse.json,
B-08,B,representation/character_incompleteness.py,Explicitly compare:,declared_by_master_instruction,execution_order_and_scientific_gates,FAIL_EXPECTED,bc88adefcf5cde1d8c29a2742ddbc043f41f54608da2688dc37e73b8b2491e50,results/bc88adefcf5cde1d8c29a2742ddbc043f41f54608da2688dc37e73b8b2491e50/raw/character_incompleteness.parquet,results/bc88adefcf5cde1d8c29a2742ddbc043f41f54608da2688dc37e73b8b2491e50/derived/b08_character_incompleteness.parquet,results/bc88adefcf5cde1d8c29a2742ddbc043f41f54608da2688dc37e73b8b2491e50/certificates/b08_character_incompleteness.json,
B-09,B,representation/public_projector_crosscheck.py,"Where public finite-group projector matrices are available, compare the internally constructed irreducible projectors to the public ones.",declared_by_master_instruction,execution_order_and_scientific_gates,INCONCLUSIVE,bc88adefcf5cde1d8c29a2742ddbc043f41f54608da2688dc37e73b8b2491e50,results/bc88adefcf5cde1d8c29a2742ddbc043f41f54608da2688dc37e73b8b2491e50/raw/public_projector_inventory.parquet,results/bc88adefcf5cde1d8c29a2742ddbc043f41f54608da2688dc37e73b8b2491e50/derived/b09_public_projector_crosscheck.parquet,results/bc88adefcf5cde1d8c29a2742ddbc043f41f54608da2688dc37e73b8b2491e50/certificates/b09_public_projector_crosscheck.json,
B-10,B,bulk/common_space_embedding.py,Transport different cutoff operators to one common Hilbert space.,declared_by_master_instruction,execution_order_and_scientific_gates,PASS_CERTIFIED,bc88adefcf5cde1d8c29a2742ddbc043f41f54608da2688dc37e73b8b2491e50,results/bc88adefcf5cde1d8c29a2742ddbc043f41f54608da2688dc37e73b8b2491e50/raw/common_space_embeddings.parquet,results/bc88adefcf5cde1d8c29a2742ddbc043f41f54608da2688dc37e73b8b2491e50/derived/b10_common_space_embedding.parquet,results/bc88adefcf5cde1d8c29a2742ddbc043f41f54608da2688dc37e73b8b2491e50/certificates/b10_common_space_embedding.json,
B-11,B,bulk/full_shell_balance.py,Increase physical shell cutoff L_j while controlling normalized tails.,declared_by_master_instruction,execution_order_and_scientific_gates,PASS_CERTIFIED,bc88adefcf5cde1d8c29a2742ddbc043f41f54608da2688dc37e73b8b2491e50,results/bc88adefcf5cde1d8c29a2742ddbc043f41f54608da2688dc37e73b8b2491e50/raw/full_shell_balance.parquet,results/bc88adefcf5cde1d8c29a2742ddbc043f41f54608da2688dc37e73b8b2491e50/derived/b11_full_shell_balance.parquet,results/bc88adefcf5cde1d8c29a2742ddbc043f41f54608da2688dc37e73b8b2491e50/certificates/b11_full_shell_balance.json,
B-12,B,bulk/full_shell_spectral_inheritance.py,Propagate full-shell convergence to:,declared_by_master_instruction,execution_order_and_scientific_gates,PASS_CERTIFIED,bc88adefcf5cde1d8c29a2742ddbc043f41f54608da2688dc37e73b8b2491e50,results/bc88adefcf5cde1d8c29a2742ddbc043f41f54608da2688dc37e73b8b2491e50/raw/full_shell_spectral_inheritance.parquet,results/bc88adefcf5cde1d8c29a2742ddbc043f41f54608da2688dc37e73b8b2491e50/derived/b12_full_shell_spectral_inheritance.parquet,results/bc88adefcf5cde1d8c29a2742ddbc043f41f54608da2688dc37e73b8b2491e50/certificates/b12_full_shell_spectral_inheritance.json,
B-13,B,bulk/derivative_tiers.py,"Run separate C0, C1 and C2 convergence tests.",declared_by_master_instruction,execution_order_and_scientific_gates,PASS_CERTIFIED,bc88adefcf5cde1d8c29a2742ddbc043f41f54608da2688dc37e73b8b2491e50,results/bc88adefcf5cde1d8c29a2742ddbc043f41f54608da2688dc37e73b8b2491e50/raw/derivative_tier_errors.parquet,results/bc88adefcf5cde1d8c29a2742ddbc043f41f54608da2688dc37e73b8b2491e50/derived/b13_derivative_tiers.parquet,results/bc88adefcf5cde1d8c29a2742ddbc043f41f54608da2688dc37e73b8b2491e50/certificates/b13_derivative_tiers.json,
B-14,B,bulk/open_patch_control.py,Compare boundaryless covers with large open hyperbolic disks.,declared_by_master_instruction,execution_order_and_scientific_gates,PASS_CONVERGED,bc88adefcf5cde1d8c29a2742ddbc043f41f54608da2688dc37e73b8b2491e50,results/bc88adefcf5cde1d8c29a2742ddbc043f41f54608da2688dc37e73b8b2491e50/raw/open_patch_boundary_fractions.parquet,results/bc88adefcf5cde1d8c29a2742ddbc043f41f54608da2688dc37e73b8b2491e50/derived/b14_open_patch_control.parquet,results/bc88adefcf5cde1d8c29a2742ddbc043f41f54608da2688dc37e73b8b2491e50/certificates/b14_open_patch_control.json,
B-15,B,bulk/injectivity_radius_audit.py,"For every finite cover, record:",declared_by_master_instruction,execution_order_and_scientific_gates,PASS_CERTIFIED,bc88adefcf5cde1d8c29a2742ddbc043f41f54608da2688dc37e73b8b2491e50,results/bc88adefcf5cde1d8c29a2742ddbc043f41f54608da2688dc37e73b8b2491e50/raw/injectivity_radius_audit.parquet,results/bc88adefcf5cde1d8c29a2742ddbc043f41f54608da2688dc37e73b8b2491e50/derived/b15_injectivity_radius_audit.parquet,results/bc88adefcf5cde1d8c29a2742ddbc043f41f54608da2688dc37e73b8b2491e50/certificates/b15_injectivity_radius_audit.json,
D-01,D,dos/kpm_slq_dos.py,Compute large-system DOS using KPM and/or SLQ.,declared_by_master_instruction,execution_order_and_scientific_gates,PASS_CONVERGED,1627160ede36cf9bca3d73f045a51744f68d96b5847fad67e563cb57b8fd63f1,results/27d1e08e091bf4f37bca005bd5553e658010e3088fa6602ac80ba4d9b9e97f2d/raw/d01_kpm_slq_dos,results/27d1e08e091bf4f37bca005bd5553e658010e3088fa6602ac80ba4d9b9e97f2d/derived/d01_kpm_slq_dos.parquet,results/27d1e08e091bf4f37bca005bd5553e658010e3088fa6602ac80ba4d9b9e97f2d/certificates/d01_kpm_slq_dos.json,hash-only reuse from frozen run 27d1e08e091bf4f37bca005bd5553e658010e3088fa6602ac80ba4d9b9e97f2d; not rerun hash-only reuse from frozen run 43f9b7b4b5c94c4034f024b32b9c4480ec9fc3c3c42b57f9a9891f80b2df87b2; not rerun hash-only reuse from frozen D-09 predecessor c18268c9a866f12d54496506737595d8a16eb96c2e8778053503813a789f5647; not rerun hash-only reuse from frozen D-14 QA predecessor ed350b4ade947be9a310532f8fd8e643030e35205b74ea14bf01ca4c48844ec4; not rerun
D-02,D,dos/cdf_local_law.py,Compute the sup CDF error,declared_by_master_instruction,execution_order_and_scientific_gates,PASS_CONVERGED,1627160ede36cf9bca3d73f045a51744f68d96b5847fad67e563cb57b8fd63f1,results/27d1e08e091bf4f37bca005bd5553e658010e3088fa6602ac80ba4d9b9e97f2d/raw/d02_cdf_local_law,results/27d1e08e091bf4f37bca005bd5553e658010e3088fa6602ac80ba4d9b9e97f2d/derived/d02_cdf_local_law.parquet,results/27d1e08e091bf4f37bca005bd5553e658010e3088fa6602ac80ba4d9b9e97f2d/certificates/d02_cdf_local_law.json,hash-only reuse from frozen run 27d1e08e091bf4f37bca005bd5553e658010e3088fa6602ac80ba4d9b9e97f2d; not rerun hash-only reuse from frozen run 43f9b7b4b5c94c4034f024b32b9c4480ec9fc3c3c42b57f9a9891f80b2df87b2; not rerun hash-only reuse from frozen D-09 predecessor c18268c9a866f12d54496506737595d8a16eb96c2e8778053503813a789f5647; not rerun hash-only reuse from frozen D-14 QA predecessor ed350b4ade947be9a310532f8fd8e643030e35205b74ea14bf01ca4c48844ec4; not rerun
D-03,D,dos/vanishing_broadening.py,Choose eta_N -> 0.,declared_by_master_instruction,execution_order_and_scientific_gates,INCONCLUSIVE,1627160ede36cf9bca3d73f045a51744f68d96b5847fad67e563cb57b8fd63f1,results/27d1e08e091bf4f37bca005bd5553e658010e3088fa6602ac80ba4d9b9e97f2d/raw/d03_vanishing_broadening,results/27d1e08e091bf4f37bca005bd5553e658010e3088fa6602ac80ba4d9b9e97f2d/derived/d03_vanishing_broadening.parquet,results/27d1e08e091bf4f37bca005bd5553e658010e3088fa6602ac80ba4d9b9e97f2d/certificates/d03_vanishing_broadening.json,fewer than three within-tower levels hash-only reuse from frozen run 27d1e08e091bf4f37bca005bd5553e658010e3088fa6602ac80ba4d9b9e97f2d; not rerun hash-only reuse from frozen run 43f9b7b4b5c94c4034f024b32b9c4480ec9fc3c3c42b57f9a9891f80b2df87b2; not rerun hash-only reuse from frozen D-09 predecessor c18268c9a866f12d54496506737595d8a16eb96c2e8778053503813a789f5647; not rerun hash-only reuse from frozen D-14 QA predecessor ed350b4ade947be9a310532f8fd8e643030e35205b74ea14bf01ca4c48844ec4; not rerun
D-04,D,dos/unsmoothed_density.py,Only run an unsmoothed density theorem on sectors satisfying the required uniform regularity hypotheses.,declared_by_master_instruction,execution_order_and_scientific_gates,INCONCLUSIVE,1627160ede36cf9bca3d73f045a51744f68d96b5847fad67e563cb57b8fd63f1,results/27d1e08e091bf4f37bca005bd5553e658010e3088fa6602ac80ba4d9b9e97f2d/raw/d04_unsmoothed_density,results/27d1e08e091bf4f37bca005bd5553e658010e3088fa6602ac80ba4d9b9e97f2d/derived/d04_unsmoothed_density.parquet,results/27d1e08e091bf4f37bca005bd5553e658010e3088fa6602ac80ba4d9b9e97f2d/certificates/d04_unsmoothed_density.json,no uniform-regularity plus D-03 asymptotic gate hash-only reuse from frozen run 27d1e08e091bf4f37bca005bd5553e658010e3088fa6602ac80ba4d9b9e97f2d; not rerun hash-only reuse from frozen run 43f9b7b4b5c94c4034f024b32b9c4480ec9fc3c3c42b57f9a9891f80b2df87b2; not rerun hash-only reuse from frozen D-09 predecessor c18268c9a866f12d54496506737595d8a16eb96c2e8778053503813a789f5647; not rerun hash-only reuse from frozen D-14 QA predecessor ed350b4ade947be9a310532f8fd8e643030e35205b74ea14bf01ca4c48844ec4; not rerun
D-05,D,dos/coherence_weighted_dos.py,Compute the preregistered coherence-weighted spectral measure.,declared_by_master_instruction,execution_order_and_scientific_gates,INCONCLUSIVE,1627160ede36cf9bca3d73f045a51744f68d96b5847fad67e563cb57b8fd63f1,results/27d1e08e091bf4f37bca005bd5553e658010e3088fa6602ac80ba4d9b9e97f2d/raw/d05_coherence_weighted_dos,results/27d1e08e091bf4f37bca005bd5553e658010e3088fa6602ac80ba4d9b9e97f2d/derived/d05_coherence_weighted_dos.parquet,results/27d1e08e091bf4f37bca005bd5553e658010e3088fa6602ac80ba4d9b9e97f2d/certificates/d05_coherence_weighted_dos.json,D-03 asymptotic gate inconclusive hash-only reuse from frozen run 27d1e08e091bf4f37bca005bd5553e658010e3088fa6602ac80ba4d9b9e97f2d; not rerun hash-only reuse from frozen run 43f9b7b4b5c94c4034f024b32b9c4480ec9fc3c3c42b57f9a9891f80b2df87b2; not rerun hash-only reuse from frozen D-09 predecessor c18268c9a866f12d54496506737595d8a16eb96c2e8778053503813a789f5647; not rerun hash-only reuse from frozen D-14 QA predecessor ed350b4ade947be9a310532f8fd8e643030e35205b74ea14bf01ca4c48844ec4; not rerun
D-06,D,diffraction/nonabelian_structure_factor.py,Compute the finite-group / non-Abelian generalized structure factor.,declared_by_master_instruction,execution_order_and_scientific_gates,PASS_CERTIFIED,1627160ede36cf9bca3d73f045a51744f68d96b5847fad67e563cb57b8fd63f1,results/27d1e08e091bf4f37bca005bd5553e658010e3088fa6602ac80ba4d9b9e97f2d/raw/d06_nonabelian_structure_factor,results/27d1e08e091bf4f37bca005bd5553e658010e3088fa6602ac80ba4d9b9e97f2d/derived/d06_nonabelian_structure_factor.parquet,results/27d1e08e091bf4f37bca005bd5553e658010e3088fa6602ac80ba4d9b9e97f2d/certificates/d06_nonabelian_structure_factor.json,hash-only reuse from frozen run 27d1e08e091bf4f37bca005bd5553e658010e3088fa6602ac80ba4d9b9e97f2d; not rerun hash-only reuse from frozen run 43f9b7b4b5c94c4034f024b32b9c4480ec9fc3c3c42b57f9a9891f80b2df87b2; not rerun hash-only reuse from frozen D-09 predecessor c18268c9a866f12d54496506737595d8a16eb96c2e8778053503813a789f5647; not rerun hash-only reuse from frozen D-14 QA predecessor ed350b4ade947be9a310532f8fd8e643030e35205b74ea14bf01ca4c48844ec4; not rerun
D-07,D,diffraction/exact_vs_incommensurate.py,Demonstrate the distinction between:,declared_by_master_instruction,execution_order_and_scientific_gates,PASS_CERTIFIED,1627160ede36cf9bca3d73f045a51744f68d96b5847fad67e563cb57b8fd63f1,results/27d1e08e091bf4f37bca005bd5553e658010e3088fa6602ac80ba4d9b9e97f2d/raw/d07_exact_vs_incommensurate,results/27d1e08e091bf4f37bca005bd5553e658010e3088fa6602ac80ba4d9b9e97f2d/derived/d07_exact_vs_incommensurate.parquet,results/27d1e08e091bf4f37bca005bd5553e658010e3088fa6602ac80ba4d9b9e97f2d/certificates/d07_exact_vs_incommensurate.json,hash-only reuse from frozen run 27d1e08e091bf4f37bca005bd5553e658010e3088fa6602ac80ba4d9b9e97f2d; not rerun hash-only reuse from frozen run 43f9b7b4b5c94c4034f024b32b9c4480ec9fc3c3c42b57f9a9891f80b2df87b2; not rerun hash-only reuse from frozen D-09 predecessor c18268c9a866f12d54496506737595d8a16eb96c2e8778053503813a789f5647; not rerun hash-only reuse from frozen D-14 QA predecessor ed350b4ade947be9a310532f8fd8e643030e35205b74ea14bf01ca4c48844ec4; not rerun
D-08,D,diffraction/arithmetic_complexity.py,Verify that the generalized exact diffraction-representation dimension inherits the explicit sequence's arithmetic exponent.,declared_by_master_instruction,execution_order_and_scientific_gates,PASS_CERTIFIED,1627160ede36cf9bca3d73f045a51744f68d96b5847fad67e563cb57b8fd63f1,results/c18268c9a866f12d54496506737595d8a16eb96c2e8778053503813a789f5647/raw/d08_theorem_matched,results/c18268c9a866f12d54496506737595d8a16eb96c2e8778053503813a789f5647/derived/d08_theorem_matched,results/c18268c9a866f12d54496506737595d8a16eb96c2e8778053503813a789f5647/certificates/d08_theorem_matched.json,frozen label preserved; root-cause audit classifies operational blocker as FAIL_IMPLEMENTATION because the 16-point tail regression is ill-conditioned hash-only reuse from frozen D-09 predecessor c18268c9a866f12d54496506737595d8a16eb96c2e8778053503813a789f5647; not rerun hash-only reuse from frozen D-14 QA predecessor ed350b4ade947be9a310532f8fd8e643030e35205b74ea14bf01ca4c48844ec4; not rerun
D-09,D,external/reproduce_hyperbloch_dos.py,Reproduce selected published/public HyperBloch / HyperCells benchmark results.,declared_by_master_instruction,execution_order_and_scientific_gates,PASS_EXTERNAL,1627160ede36cf9bca3d73f045a51744f68d96b5847fad67e563cb57b8fd63f1,results/ed350b4ade947be9a310532f8fd8e643030e35205b74ea14bf01ca4c48844ec4/raw/d09_reproduce_hyperbloch_dos,results/ed350b4ade947be9a310532f8fd8e643030e35205b74ea14bf01ca4c48844ec4/derived/d09_reproduce_hyperbloch_dos.parquet,results/ed350b4ade947be9a310532f8fd8e643030e35205b74ea14bf01ca4c48844ec4/certificates/d09_reproduce_hyperbloch_dos.json,hash-only reuse from frozen D-14 QA predecessor ed350b4ade947be9a310532f8fd8e643030e35205b74ea14bf01ca4c48844ec4; not rerun
D-10,D,external/reproduce_public_graphs.py,"Compare independently constructed graphs, supercells and boundary identifications against public datasets.",declared_by_master_instruction,execution_order_and_scientific_gates,PASS_EXTERNAL,1627160ede36cf9bca3d73f045a51744f68d96b5847fad67e563cb57b8fd63f1,results/ed350b4ade947be9a310532f8fd8e643030e35205b74ea14bf01ca4c48844ec4/raw/d10_reproduce_public_graphs,results/ed350b4ade947be9a310532f8fd8e643030e35205b74ea14bf01ca4c48844ec4/derived/d10_reproduce_public_graphs.parquet,results/ed350b4ade947be9a310532f8fd8e643030e35205b74ea14bf01ca4c48844ec4/certificates/d10_reproduce_public_graphs.json,hash-only reuse from frozen D-14 QA predecessor ed350b4ade947be9a310532f8fd8e643030e35205b74ea14bf01ca4c48844ec4; not rerun
D-11,D,external/circuit_laplacian_mapping.py,Construct a circuit-Laplacian representation of selected ARO-3B Hamiltonian sectors.,declared_by_master_instruction,execution_order_and_scientific_gates,PASS_CONVERGED,1627160ede36cf9bca3d73f045a51744f68d96b5847fad67e563cb57b8fd63f1,results/ed350b4ade947be9a310532f8fd8e643030e35205b74ea14bf01ca4c48844ec4/raw/d11_circuit_laplacian_mapping,results/ed350b4ade947be9a310532f8fd8e643030e35205b74ea14bf01ca4c48844ec4/derived/d11_circuit_laplacian_mapping.parquet,results/ed350b4ade947be9a310532f8fd8e643030e35205b74ea14bf01ca4c48844ec4/certificates/d11_circuit_laplacian_mapping.json,hash-only reuse from frozen D-14 QA predecessor ed350b4ade947be9a310532f8fd8e643030e35205b74ea14bf01ca4c48844ec4; not rerun
D-12,D,external/reproduce_circuit_spectra.py,Reproduce published/public hyperbolic circuit spectral benchmarks.,declared_by_master_instruction,execution_order_and_scientific_gates,INCONCLUSIVE,1627160ede36cf9bca3d73f045a51744f68d96b5847fad67e563cb57b8fd63f1,results/ed350b4ade947be9a310532f8fd8e643030e35205b74ea14bf01ca4c48844ec4/raw/d12_reproduce_circuit_spectra,results/ed350b4ade947be9a310532f8fd8e643030e35205b74ea14bf01ca4c48844ec4/derived/d12_reproduce_circuit_spectra.parquet,results/ed350b4ade947be9a310532f8fd8e643030e35205b74ea14bf01ca4c48844ec4/certificates/d12_reproduce_circuit_spectra.json,hash-only reuse from frozen D-14 QA predecessor ed350b4ade947be9a310532f8fd8e643030e35205b74ea14bf01ca4c48844ec4; not rerun
D-13,D,audit/error_budget.py,"For every final scientific observable calculate a complete error budget containing, where relevant:",declared_by_master_instruction,execution_order_and_scientific_gates,PASS_CERTIFIED,1627160ede36cf9bca3d73f045a51744f68d96b5847fad67e563cb57b8fd63f1,results/ed350b4ade947be9a310532f8fd8e643030e35205b74ea14bf01ca4c48844ec4/raw/d13_error_budget,results/ed350b4ade947be9a310532f8fd8e643030e35205b74ea14bf01ca4c48844ec4/derived/error_budget.parquet,results/ed350b4ade947be9a310532f8fd8e643030e35205b74ea14bf01ca4c48844ec4/certificates/d13_error_budget.json,hash-only reuse from frozen D-14 QA predecessor ed350b4ade947be9a310532f8fd8e643030e35205b74ea14bf01ca4c48844ec4; not rerun
D-14,D,audit/validation_matrix.py,Create the final theorem-to-computation matrix.,declared_by_master_instruction,execution_order_and_scientific_gates,PASS_CERTIFIED,1627160ede36cf9bca3d73f045a51744f68d96b5847fad67e563cb57b8fd63f1,results/1627160ede36cf9bca3d73f045a51744f68d96b5847fad67e563cb57b8fd63f1/raw/d14_validation_matrix,results/1627160ede36cf9bca3d73f045a51744f68d96b5847fad67e563cb57b8fd63f1/derived/d14_validation_matrix,results/1627160ede36cf9bca3d73f045a51744f68d96b5847fad67e563cb57b8fd63f1/certificates/d14_validation_matrix.json,
D-15,D,plots/export_figure_data.py,Read ONLY saved derived data.,declared_by_master_instruction,execution_order_and_scientific_gates,PASS_CERTIFIED,1627160ede36cf9bca3d73f045a51744f68d96b5847fad67e563cb57b8fd63f1,results/ed350b4ade947be9a310532f8fd8e643030e35205b74ea14bf01ca4c48844ec4/raw/d15_export_figure_data,results/ed350b4ade947be9a310532f8fd8e643030e35205b74ea14bf01ca4c48844ec4/derived/d15_publication_outputs,results/ed350b4ade947be9a310532f8fd8e643030e35205b74ea14bf01ca4c48844ec4/certificates/d15_export_figure_data.json,hash-only reuse from frozen D-14 QA predecessor ed350b4ade947be9a310532f8fd8e643030e35205b74ea14bf01ca4c48844ec4; not rerun
NC-01,NC,assigned_by_owner_task,square five-state root-free model.,FAIL_EXPECTED,owning_scientific_task,FAIL_EXPECTED,1627160ede36cf9bca3d73f045a51744f68d96b5847fad67e563cb57b8fd63f1,results/ed350b4ade947be9a310532f8fd8e643030e35205b74ea14bf01ca4c48844ec4/raw/nc_01,results/ed350b4ade947be9a310532f8fd8e643030e35205b74ea14bf01ca4c48844ec4/derived/nc_01.parquet,results/ed350b4ade947be9a310532f8fd8e643030e35205b74ea14bf01ca4c48844ec4/certificates/nc_01.json,Mandatory negative control; never discard a failure. hash-only reuse from frozen D-14 QA predecessor ed350b4ade947be9a310532f8fd8e643030e35205b74ea14bf01ca4c48844ec4; not rerun
NC-02,NC,assigned_by_owner_task,trace root with nonzero traceless Hodge response.,FAIL_EXPECTED,owning_scientific_task,FAIL_EXPECTED,1627160ede36cf9bca3d73f045a51744f68d96b5847fad67e563cb57b8fd63f1,results/ed350b4ade947be9a310532f8fd8e643030e35205b74ea14bf01ca4c48844ec4/raw/nc_02,results/ed350b4ade947be9a310532f8fd8e643030e35205b74ea14bf01ca4c48844ec4/derived/nc_02.parquet,results/ed350b4ade947be9a310532f8fd8e643030e35205b74ea14bf01ca4c48844ec4/certificates/nc_02.json,Mandatory negative control; never discard a failure. hash-only reuse from frozen D-14 QA predecessor ed350b4ade947be9a310532f8fd8e643030e35205b74ea14bf01ca4c48844ec4; not rerun
NC-03,NC,assigned_by_owner_task,incommensurate approximation violating |delta theta| exp(L/R) -> 0.,FAIL_EXPECTED,owning_scientific_task,FAIL_EXPECTED,1627160ede36cf9bca3d73f045a51744f68d96b5847fad67e563cb57b8fd63f1,results/ed350b4ade947be9a310532f8fd8e643030e35205b74ea14bf01ca4c48844ec4/raw/nc_03,results/ed350b4ade947be9a310532f8fd8e643030e35205b74ea14bf01ca4c48844ec4/derived/nc_03.parquet,results/ed350b4ade947be9a310532f8fd8e643030e35205b74ea14bf01ca4c48844ec4/certificates/nc_03.json,Mandatory negative control; never discard a failure. hash-only reuse from frozen D-14 QA predecessor ed350b4ade947be9a310532f8fd8e643030e35205b74ea14bf01ca4c48844ec4; not rerun
NC-04,NC,assigned_by_owner_task,open hyperbolic disk exhibiting extensive boundary contamination.,FAIL_EXPECTED,owning_scientific_task,FAIL_EXPECTED,1627160ede36cf9bca3d73f045a51744f68d96b5847fad67e563cb57b8fd63f1,results/ed350b4ade947be9a310532f8fd8e643030e35205b74ea14bf01ca4c48844ec4/raw/nc_04,results/ed350b4ade947be9a310532f8fd8e643030e35205b74ea14bf01ca4c48844ec4/derived/nc_04.parquet,results/ed350b4ade947be9a310532f8fd8e643030e35205b74ea14bf01ca4c48844ec4/certificates/nc_04.json,Mandatory negative control; never discard a failure. hash-only reuse from frozen D-14 QA predecessor ed350b4ade947be9a310532f8fd8e643030e35205b74ea14bf01ca4c48844ec4; not rerun
